all_riders,rider_class,stage,points,stage_class
Jenno Berckmoes,Sprinter,X1,0,Flat
Jenno Berckmoes,Sprinter,X2,60,Hills
Jenno Berckmoes,Sprinter,X3,4,Flat
Jenno Berckmoes,Sprinter,X4,3,Hills
Jenno Berckmoes,Sprinter,X6,0,Hills
Jenno Berckmoes,Sprinter,X7,0,Hills
Jenno Berckmoes,Sprinter,X8,0,Flat
Jenno Berckmoes,Sprinter,X9,2,Flat
Jenno Berckmoes,Sprinter,X10,0,Hills
Jenno Berckmoes,Sprinter,X11,0,Hills
Jenno Berckmoes,Sprinter,X12,0,Mount
Jenno Berckmoes,Sprinter,X14,0,Mount
Jenno Berckmoes,Sprinter,X15,0,Hills
Jenno Berckmoes,Sprinter,X16,0,Mount
Jenno Berckmoes,Sprinter,X17,0,Flat
Jenno Berckmoes,Sprinter,X18,0,Mount
Jenno Berckmoes,Sprinter,X19,0,Mount
Jenno Berckmoes,Sprinter,X20,0,Hills
Jenno Berckmoes,Sprinter,X21,0,Flat
Lennert Van Eetvelt,All Rounder,X1,0,Flat
Lennert Van Eetvelt,All Rounder,X2,0,Hills
Lennert Van Eetvelt,All Rounder,X3,0,Flat
Lennert Van Eetvelt,All Rounder,X4,0,Hills
Lennert Van Eetvelt,All Rounder,X6,0,Hills
Lennert Van Eetvelt,All Rounder,X7,0,Hills
Lennert Van Eetvelt,All Rounder,X8,0,Flat
Lennert Van Eetvelt,All Rounder,X9,2,Flat
Lennert Van Eetvelt,All Rounder,X10,0,Hills
Lennert Van Eetvelt,All Rounder,X11,0,Hills
Lennert Van Eetvelt,All Rounder,X12,0,Mount
Lennert Van Eetvelt,All Rounder,X14,0,Mount
Lennert Van Eetvelt,All Rounder,X15,0,Hills
Lennert Van Eetvelt,All Rounder,X16,0,Mount
Lennert Van Eetvelt,All Rounder,X17,0,Flat
Lennert Van Eetvelt,All Rounder,X18,0,Mount
Lennert Van Eetvelt,All Rounder,X19,0,Mount
Lennert Van Eetvelt,All Rounder,X20,0,Hills
Lennert Van Eetvelt,All Rounder,X21,0,Flat
Brent Van Moer,Unclassed,X1,0,Flat
Brent Van Moer,Unclassed,X2,32,Hills
Brent Van Moer,Unclassed,X3,0,Flat
Brent Van Moer,Unclassed,X4,0,Hills
Brent Van Moer,Unclassed,X6,0,Hills
Brent Van Moer,Unclassed,X7,0,Hills
Brent Van Moer,Unclassed,X8,0,Flat
Brent Van Moer,Unclassed,X9,2,Flat
Brent Van Moer,Unclassed,X10,0,Hills
Brent Van Moer,Unclassed,X11,0,Hills
Brent Van Moer,Unclassed,X12,0,Mount
Brent Van Moer,Unclassed,X14,0,Mount
Brent Van Moer,Unclassed,X15,0,Hills
Brent Van Moer,Unclassed,X16,0,Mount
Brent Van Moer,Unclassed,X17,50,Flat
Brent Van Moer,Unclassed,X18,0,Mount
Brent Van Moer,Unclassed,X19,0,Mount
Brent Van Moer,Unclassed,X20,0,Hills
Brent Van Moer,Unclassed,X21,0,Flat
Will Barta,Unclassed,X1,0,Flat
Will Barta,Unclassed,X2,0,Hills
Will Barta,Unclassed,X3,0,Flat
Will Barta,Unclassed,X4,0,Hills
Will Barta,Unclassed,X6,130,Hills
Will Barta,Unclassed,X7,0,Hills
Will Barta,Unclassed,X8,0,Flat
Will Barta,Unclassed,X9,0,Flat
Will Barta,Unclassed,X10,0,Hills
Will Barta,Unclassed,X11,0,Hills
Will Barta,Unclassed,X12,0,Mount
Will Barta,Unclassed,X14,0,Mount
Will Barta,Unclassed,X15,0,Hills
Will Barta,Unclassed,X16,0,Mount
Will Barta,Unclassed,X17,0,Flat
Will Barta,Unclassed,X18,0,Mount
Will Barta,Unclassed,X19,1,Mount
Will Barta,Unclassed,X20,0,Hills
Will Barta,Unclassed,X21,0,Flat
Pablo Castrillo,Climber,X1,0,Flat
Pablo Castrillo,Climber,X2,0,Hills
Pablo Castrillo,Climber,X3,0,Flat
Pablo Castrillo,Climber,X4,0,Hills
Pablo Castrillo,Climber,X6,0,Hills
Pablo Castrillo,Climber,X7,0,Hills
Pablo Castrillo,Climber,X8,0,Flat
Pablo Castrillo,Climber,X9,0,Flat
Pablo Castrillo,Climber,X10,20,Hills
Pablo Castrillo,Climber,X11,0,Hills
Pablo Castrillo,Climber,X12,0,Mount
Pablo Castrillo,Climber,X14,0,Mount
Pablo Castrillo,Climber,X15,0,Hills
Pablo Castrillo,Climber,X16,0,Mount
Pablo Castrillo,Climber,X17,0,Flat
Pablo Castrillo,Climber,X18,0,Mount
Pablo Castrillo,Climber,X19,0,Mount
Pablo Castrillo,Climber,X20,0,Hills
Pablo Castrillo,Climber,X21,0,Flat
Iván García Cortina,Unclassed,X1,49,Flat
Iván García Cortina,Unclassed,X2,0,Hills
Iván García Cortina,Unclassed,X3,0,Flat
Iván García Cortina,Unclassed,X4,0,Hills
Iván García Cortina,Unclassed,X6,0,Hills
Iván García Cortina,Unclassed,X7,40,Hills
Iván García Cortina,Unclassed,X8,0,Flat
Iván García Cortina,Unclassed,X9,0,Flat
Iván García Cortina,Unclassed,X10,0,Hills
Iván García Cortina,Unclassed,X11,0,Hills
Iván García Cortina,Unclassed,X12,0,Mount
Iván García Cortina,Unclassed,X14,0,Mount
Iván García Cortina,Unclassed,X15,0,Hills
Iván García Cortina,Unclassed,X16,0,Mount
Iván García Cortina,Unclassed,X17,0,Flat
Iván García Cortina,Unclassed,X18,0,Mount
Iván García Cortina,Unclassed,X19,3,Mount
Iván García Cortina,Unclassed,X20,0,Hills
Iván García Cortina,Unclassed,X21,0,Flat
Gregor Mühlberger,Unclassed,X1,0,Flat
Gregor Mühlberger,Unclassed,X2,0,Hills
Gregor Mühlberger,Unclassed,X3,0,Flat
Gregor Mühlberger,Unclassed,X4,0,Hills
Gregor Mühlberger,Unclassed,X6,0,Hills
Gregor Mühlberger,Unclassed,X7,0,Hills
Gregor Mühlberger,Unclassed,X8,0,Flat
Gregor Mühlberger,Unclassed,X9,0,Flat
Gregor Mühlberger,Unclassed,X10,0,Hills
Gregor Mühlberger,Unclassed,X11,0,Hills
Gregor Mühlberger,Unclassed,X12,0,Mount
Gregor Mühlberger,Unclassed,X14,0,Mount
Gregor Mühlberger,Unclassed,X15,0,Hills
Gregor Mühlberger,Unclassed,X16,50,Mount
Gregor Mühlberger,Unclassed,X17,0,Flat
Gregor Mühlberger,Unclassed,X18,15,Mount
Gregor Mühlberger,Unclassed,X19,28,Mount
Gregor Mühlberger,Unclassed,X20,3,Hills
Gregor Mühlberger,Unclassed,X21,3,Flat
Nelson Oliveira,Unclassed,X1,0,Flat
Nelson Oliveira,Unclassed,X2,0,Hills
Nelson Oliveira,Unclassed,X3,0,Flat
Nelson Oliveira,Unclassed,X4,0,Hills
Nelson Oliveira,Unclassed,X6,0,Hills
Nelson Oliveira,Unclassed,X7,0,Hills
Nelson Oliveira,Unclassed,X8,0,Flat
Nelson Oliveira,Unclassed,X9,0,Flat
Nelson Oliveira,Unclassed,X10,0,Hills
Nelson Oliveira,Unclassed,X11,0,Hills
Nelson Oliveira,Unclassed,X12,0,Mount
Nelson Oliveira,Unclassed,X14,0,Mount
Nelson Oliveira,Unclassed,X15,0,Hills
Nelson Oliveira,Unclassed,X16,0,Mount
Nelson Oliveira,Unclassed,X17,0,Flat
Nelson Oliveira,Unclassed,X18,0,Mount
Nelson Oliveira,Unclassed,X19,0,Mount
Nelson Oliveira,Unclassed,X20,0,Hills
Nelson Oliveira,Unclassed,X21,0,Flat
Iván Romeo,Unclassed,X1,0,Flat
Iván Romeo,Unclassed,X2,0,Hills
Iván Romeo,Unclassed,X3,0,Flat
Iván Romeo,Unclassed,X4,0,Hills
Iván Romeo,Unclassed,X6,0,Hills
Iván Romeo,Unclassed,X7,0,Hills
Iván Romeo,Unclassed,X8,0,Flat
Iván Romeo,Unclassed,X9,0,Flat
Iván Romeo,Unclassed,X10,8,Hills
Iván Romeo,Unclassed,X11,0,Hills
Iván Romeo,Unclassed,X12,0,Mount
Iván Romeo,Unclassed,X14,0,Mount
Iván Romeo,Unclassed,X15,30,Hills
Iván Romeo,Unclassed,X16,0,Mount
Iván Romeo,Unclassed,X17,0,Flat
Iván Romeo,Unclassed,X18,0,Mount
Iván Romeo,Unclassed,X19,0,Mount
Iván Romeo,Unclassed,X20,21,Hills
Iván Romeo,Unclassed,X21,0,Flat
Einer Rubio,Climber,X1,0,Flat
Einer Rubio,Climber,X2,0,Hills
Einer Rubio,Climber,X3,0,Flat
Einer Rubio,Climber,X4,0,Hills
Einer Rubio,Climber,X6,0,Hills
Einer Rubio,Climber,X7,0,Hills
Einer Rubio,Climber,X8,0,Flat
Einer Rubio,Climber,X9,0,Flat
Einer Rubio,Climber,X10,0,Hills
Einer Rubio,Climber,X11,0,Hills
Einer Rubio,Climber,X12,52,Mount
Einer Rubio,Climber,X14,27,Mount
Einer Rubio,Climber,X15,0,Hills
Einer Rubio,Climber,X16,0,Mount
Einer Rubio,Climber,X17,0,Flat
Einer Rubio,Climber,X18,138,Mount
Einer Rubio,Climber,X19,6,Mount
Einer Rubio,Climber,X20,0,Hills
Einer Rubio,Climber,X21,0,Flat
Laurence Pithie,Unclassed,X1,0,Flat
Laurence Pithie,Unclassed,X2,0,Hills
Laurence Pithie,Unclassed,X3,0,Flat
Laurence Pithie,Unclassed,X4,0,Hills
Laurence Pithie,Unclassed,X6,0,Hills
Laurence Pithie,Unclassed,X7,0,Hills
Laurence Pithie,Unclassed,X8,0,Flat
Laurence Pithie,Unclassed,X9,0,Flat
Laurence Pithie,Unclassed,X10,0,Hills
Laurence Pithie,Unclassed,X11,0,Hills
Laurence Pithie,Unclassed,X12,5,Mount
Laurence Pithie,Unclassed,X14,2,Mount
Laurence Pithie,Unclassed,X15,4,Hills
Laurence Pithie,Unclassed,X16,4,Mount
Laurence Pithie,Unclassed,X17,8,Flat
Laurence Pithie,Unclassed,X18,4,Mount
Laurence Pithie,Unclassed,X19,4,Mount
Laurence Pithie,Unclassed,X20,4,Hills
Laurence Pithie,Unclassed,X21,4,Flat
Danny Van Poppel,Sprinter,X1,0,Flat
Danny Van Poppel,Sprinter,X2,0,Hills
Danny Van Poppel,Sprinter,X3,0,Flat
Danny Van Poppel,Sprinter,X4,0,Hills
Danny Van Poppel,Sprinter,X6,0,Hills
Danny Van Poppel,Sprinter,X7,0,Hills
Danny Van Poppel,Sprinter,X8,50,Flat
Danny Van Poppel,Sprinter,X9,8,Flat
Danny Van Poppel,Sprinter,X10,0,Hills
Danny Van Poppel,Sprinter,X11,0,Hills
Danny Van Poppel,Sprinter,X12,2,Mount
Danny Van Poppel,Sprinter,X14,2,Mount
Danny Van Poppel,Sprinter,X15,4,Hills
Danny Van Poppel,Sprinter,X16,4,Mount
Danny Van Poppel,Sprinter,X17,0,Flat
Danny Van Poppel,Sprinter,X18,0,Mount
Danny Van Poppel,Sprinter,X19,0,Mount
Danny Van Poppel,Sprinter,X20,0,Hills
Danny Van Poppel,Sprinter,X21,0,Flat
Mattia Cattaneo,Unclassed,X1,1,Flat
Mattia Cattaneo,Unclassed,X2,0,Hills
Mattia Cattaneo,Unclassed,X3,8,Flat
Mattia Cattaneo,Unclassed,X4,0,Hills
Mattia Cattaneo,Unclassed,X6,2,Hills
Mattia Cattaneo,Unclassed,X7,4,Hills
Mattia Cattaneo,Unclassed,X8,0,Flat
Mattia Cattaneo,Unclassed,X9,0,Flat
Mattia Cattaneo,Unclassed,X10,0,Hills
Mattia Cattaneo,Unclassed,X11,0,Hills
Mattia Cattaneo,Unclassed,X12,0,Mount
Mattia Cattaneo,Unclassed,X14,0,Mount
Mattia Cattaneo,Unclassed,X15,0,Hills
Mattia Cattaneo,Unclassed,X16,0,Mount
Mattia Cattaneo,Unclassed,X17,0,Flat
Mattia Cattaneo,Unclassed,X18,0,Mount
Mattia Cattaneo,Unclassed,X19,0,Mount
Mattia Cattaneo,Unclassed,X20,0,Hills
Mattia Cattaneo,Unclassed,X21,0,Flat
Valentin Paret-Peintre,Climber,X1,0,Flat
Valentin Paret-Peintre,Climber,X2,0,Hills
Valentin Paret-Peintre,Climber,X3,8,Flat
Valentin Paret-Peintre,Climber,X4,0,Hills
Valentin Paret-Peintre,Climber,X6,2,Hills
Valentin Paret-Peintre,Climber,X7,4,Hills
Valentin Paret-Peintre,Climber,X8,4,Flat
Valentin Paret-Peintre,Climber,X9,12,Flat
Valentin Paret-Peintre,Climber,X10,22,Hills
Valentin Paret-Peintre,Climber,X11,2,Hills
Valentin Paret-Peintre,Climber,X12,2,Mount
Valentin Paret-Peintre,Climber,X14,16,Mount
Valentin Paret-Peintre,Climber,X15,0,Hills
Valentin Paret-Peintre,Climber,X16,251,Mount
Valentin Paret-Peintre,Climber,X17,1,Flat
Valentin Paret-Peintre,Climber,X18,0,Mount
Valentin Paret-Peintre,Climber,X19,111,Mount
Valentin Paret-Peintre,Climber,X20,3,Hills
Valentin Paret-Peintre,Climber,X21,17,Flat
Maximilian Schachmann,All Rounder,X1,0,Flat
Maximilian Schachmann,All Rounder,X2,0,Hills
Maximilian Schachmann,All Rounder,X3,8,Flat
Maximilian Schachmann,All Rounder,X4,0,Hills
Maximilian Schachmann,All Rounder,X6,2,Hills
Maximilian Schachmann,All Rounder,X7,4,Hills
Maximilian Schachmann,All Rounder,X8,4,Flat
Maximilian Schachmann,All Rounder,X9,12,Flat
Maximilian Schachmann,All Rounder,X10,2,Hills
Maximilian Schachmann,All Rounder,X11,2,Hills
Maximilian Schachmann,All Rounder,X12,2,Mount
Maximilian Schachmann,All Rounder,X14,0,Mount
Maximilian Schachmann,All Rounder,X15,0,Hills
Maximilian Schachmann,All Rounder,X16,8,Mount
Maximilian Schachmann,All Rounder,X17,0,Flat
Maximilian Schachmann,All Rounder,X18,0,Mount
Maximilian Schachmann,All Rounder,X19,0,Mount
Maximilian Schachmann,All Rounder,X20,2,Hills
Maximilian Schachmann,All Rounder,X21,0,Flat
Ilan Van Wilder,All Rounder,X1,0,Flat
Ilan Van Wilder,All Rounder,X2,0,Hills
Ilan Van Wilder,All Rounder,X3,8,Flat
Ilan Van Wilder,All Rounder,X4,0,Hills
Ilan Van Wilder,All Rounder,X6,2,Hills
Ilan Van Wilder,All Rounder,X7,4,Hills
Ilan Van Wilder,All Rounder,X8,4,Flat
Ilan Van Wilder,All Rounder,X9,12,Flat
Ilan Van Wilder,All Rounder,X10,2,Hills
Ilan Van Wilder,All Rounder,X11,2,Hills
Ilan Van Wilder,All Rounder,X12,2,Mount
Ilan Van Wilder,All Rounder,X14,0,Mount
Ilan Van Wilder,All Rounder,X15,0,Hills
Ilan Van Wilder,All Rounder,X16,163,Mount
Ilan Van Wilder,All Rounder,X17,0,Flat
Ilan Van Wilder,All Rounder,X18,0,Mount
Ilan Van Wilder,All Rounder,X19,0,Mount
Ilan Van Wilder,All Rounder,X20,2,Hills
Ilan Van Wilder,All Rounder,X21,0,Flat
Eddie Dunbar,All Rounder,X1,0,Flat
Eddie Dunbar,All Rounder,X2,0,Hills
Eddie Dunbar,All Rounder,X3,0,Flat
Eddie Dunbar,All Rounder,X4,0,Hills
Eddie Dunbar,All Rounder,X6,164,Hills
Eddie Dunbar,All Rounder,X7,1,Hills
Eddie Dunbar,All Rounder,X8,0,Flat
Eddie Dunbar,All Rounder,X9,0,Flat
Eddie Dunbar,All Rounder,X10,0,Hills
Eddie Dunbar,All Rounder,X11,0,Hills
Eddie Dunbar,All Rounder,X12,0,Mount
Eddie Dunbar,All Rounder,X14,0,Mount
Eddie Dunbar,All Rounder,X15,0,Hills
Eddie Dunbar,All Rounder,X16,0,Mount
Eddie Dunbar,All Rounder,X17,0,Flat
Eddie Dunbar,All Rounder,X18,0,Mount
Eddie Dunbar,All Rounder,X19,0,Mount
Eddie Dunbar,All Rounder,X20,0,Hills
Eddie Dunbar,All Rounder,X21,0,Flat
Luka Mezgec,Unclassed,X1,0,Flat
Luka Mezgec,Unclassed,X2,0,Hills
Luka Mezgec,Unclassed,X3,0,Flat
Luka Mezgec,Unclassed,X4,0,Hills
Luka Mezgec,Unclassed,X6,0,Hills
Luka Mezgec,Unclassed,X7,0,Hills
Luka Mezgec,Unclassed,X8,0,Flat
Luka Mezgec,Unclassed,X9,0,Flat
Luka Mezgec,Unclassed,X10,0,Hills
Luka Mezgec,Unclassed,X11,4,Hills
Luka Mezgec,Unclassed,X12,0,Mount
Luka Mezgec,Unclassed,X14,0,Mount
Luka Mezgec,Unclassed,X15,0,Hills
Luka Mezgec,Unclassed,X16,0,Mount
Luka Mezgec,Unclassed,X17,0,Flat
Luka Mezgec,Unclassed,X18,8,Mount
Luka Mezgec,Unclassed,X19,0,Mount
Luka Mezgec,Unclassed,X20,0,Hills
Luka Mezgec,Unclassed,X21,0,Flat
Luke Plapp,Unclassed,X1,0,Flat
Luke Plapp,Unclassed,X2,0,Hills
Luke Plapp,Unclassed,X3,0,Flat
Luke Plapp,Unclassed,X4,0,Hills
Luke Plapp,Unclassed,X6,0,Hills
Luke Plapp,Unclassed,X7,0,Hills
Luke Plapp,Unclassed,X8,0,Flat
Luke Plapp,Unclassed,X9,1,Flat
Luke Plapp,Unclassed,X10,20,Hills
Luke Plapp,Unclassed,X11,4,Hills
Luke Plapp,Unclassed,X12,0,Mount
Luke Plapp,Unclassed,X14,0,Mount
Luke Plapp,Unclassed,X15,0,Hills
Luke Plapp,Unclassed,X16,0,Mount
Luke Plapp,Unclassed,X17,0,Flat
Luke Plapp,Unclassed,X18,8,Mount
Luke Plapp,Unclassed,X19,0,Mount
Luke Plapp,Unclassed,X20,0,Hills
Luke Plapp,Unclassed,X21,0,Flat
Mauro Schmid,Unclassed,X1,0,Flat
Mauro Schmid,Unclassed,X2,0,Hills
Mauro Schmid,Unclassed,X3,0,Flat
Mauro Schmid,Unclassed,X4,0,Hills
Mauro Schmid,Unclassed,X6,0,Hills
Mauro Schmid,Unclassed,X7,0,Hills
Mauro Schmid,Unclassed,X8,0,Flat
Mauro Schmid,Unclassed,X9,0,Flat
Mauro Schmid,Unclassed,X10,25,Hills
Mauro Schmid,Unclassed,X11,212,Hills
Mauro Schmid,Unclassed,X12,0,Mount
Mauro Schmid,Unclassed,X14,0,Mount
Mauro Schmid,Unclassed,X15,0,Hills
Mauro Schmid,Unclassed,X16,0,Mount
Mauro Schmid,Unclassed,X17,0,Flat
Mauro Schmid,Unclassed,X18,8,Mount
Mauro Schmid,Unclassed,X19,0,Mount
Mauro Schmid,Unclassed,X20,0,Hills
Mauro Schmid,Unclassed,X21,0,Flat
Tobias Lund Andresen,Sprinter,X1,3,Flat
Tobias Lund Andresen,Sprinter,X2,0,Hills
Tobias Lund Andresen,Sprinter,X3,50,Flat
Tobias Lund Andresen,Sprinter,X4,0,Hills
Tobias Lund Andresen,Sprinter,X6,0,Hills
Tobias Lund Andresen,Sprinter,X7,2,Hills
Tobias Lund Andresen,Sprinter,X8,110,Flat
Tobias Lund Andresen,Sprinter,X9,0,Flat
Tobias Lund Andresen,Sprinter,X10,0,Hills
Tobias Lund Andresen,Sprinter,X11,0,Hills
Tobias Lund Andresen,Sprinter,X12,0,Mount
Tobias Lund Andresen,Sprinter,X14,0,Mount
Tobias Lund Andresen,Sprinter,X15,1,Hills
Tobias Lund Andresen,Sprinter,X16,0,Mount
Tobias Lund Andresen,Sprinter,X17,160,Flat
Tobias Lund Andresen,Sprinter,X18,0,Mount
Tobias Lund Andresen,Sprinter,X19,0,Mount
Tobias Lund Andresen,Sprinter,X20,4,Hills
Tobias Lund Andresen,Sprinter,X21,40,Flat
Warren Barguil,Unclassed,X1,0,Flat
Warren Barguil,Unclassed,X2,0,Hills
Warren Barguil,Unclassed,X3,0,Flat
Warren Barguil,Unclassed,X4,0,Hills
Warren Barguil,Unclassed,X6,0,Hills
Warren Barguil,Unclassed,X7,2,Hills
Warren Barguil,Unclassed,X8,0,Flat
Warren Barguil,Unclassed,X9,0,Flat
Warren Barguil,Unclassed,X10,0,Hills
Warren Barguil,Unclassed,X11,0,Hills
Warren Barguil,Unclassed,X12,0,Mount
Warren Barguil,Unclassed,X14,0,Mount
Warren Barguil,Unclassed,X15,16,Hills
Warren Barguil,Unclassed,X16,0,Mount
Warren Barguil,Unclassed,X17,2,Flat
Warren Barguil,Unclassed,X18,0,Mount
Warren Barguil,Unclassed,X19,0,Mount
Warren Barguil,Unclassed,X20,4,Hills
Warren Barguil,Unclassed,X21,0,Flat
Pavel Bittner,Sprinter,X1,0,Flat
Pavel Bittner,Sprinter,X2,0,Hills
Pavel Bittner,Sprinter,X3,120,Flat
Pavel Bittner,Sprinter,X4,0,Hills
Pavel Bittner,Sprinter,X6,0,Hills
Pavel Bittner,Sprinter,X7,2,Hills
Pavel Bittner,Sprinter,X8,0,Flat
Pavel Bittner,Sprinter,X9,140,Flat
Pavel Bittner,Sprinter,X10,0,Hills
Pavel Bittner,Sprinter,X11,0,Hills
Pavel Bittner,Sprinter,X12,0,Mount
Pavel Bittner,Sprinter,X14,0,Mount
Pavel Bittner,Sprinter,X15,0,Hills
Pavel Bittner,Sprinter,X16,0,Mount
Pavel Bittner,Sprinter,X17,2,Flat
Pavel Bittner,Sprinter,X18,0,Mount
Pavel Bittner,Sprinter,X19,0,Mount
Pavel Bittner,Sprinter,X20,4,Hills
Pavel Bittner,Sprinter,X21,0,Flat
Sean Flynn,Unclassed,X1,0,Flat
Sean Flynn,Unclassed,X2,0,Hills
Sean Flynn,Unclassed,X3,0,Flat
Sean Flynn,Unclassed,X4,0,Hills
Sean Flynn,Unclassed,X6,0,Hills
Sean Flynn,Unclassed,X7,2,Hills
Sean Flynn,Unclassed,X8,0,Flat
Sean Flynn,Unclassed,X9,0,Flat
Sean Flynn,Unclassed,X10,0,Hills
Sean Flynn,Unclassed,X11,0,Hills
Sean Flynn,Unclassed,X12,0,Mount
Sean Flynn,Unclassed,X14,0,Mount
Sean Flynn,Unclassed,X15,0,Hills
Sean Flynn,Unclassed,X16,0,Mount
Sean Flynn,Unclassed,X17,2,Flat
Sean Flynn,Unclassed,X18,0,Mount
Sean Flynn,Unclassed,X19,0,Mount
Sean Flynn,Unclassed,X20,4,Hills
Sean Flynn,Unclassed,X21,0,Flat
Frank Van Den Broek,Unclassed,X1,0,Flat
Frank Van Den Broek,Unclassed,X2,0,Hills
Frank Van Den Broek,Unclassed,X3,0,Flat
Frank Van Den Broek,Unclassed,X4,0,Hills
Frank Van Den Broek,Unclassed,X6,0,Hills
Frank Van Den Broek,Unclassed,X7,2,Hills
Frank Van Den Broek,Unclassed,X8,0,Flat
Frank Van Den Broek,Unclassed,X9,0,Flat
Frank Van Den Broek,Unclassed,X10,0,Hills
Frank Van Den Broek,Unclassed,X11,0,Hills
Frank Van Den Broek,Unclassed,X12,0,Mount
Frank Van Den Broek,Unclassed,X14,0,Mount
Frank Van Den Broek,Unclassed,X15,0,Hills
Frank Van Den Broek,Unclassed,X16,0,Mount
Frank Van Den Broek,Unclassed,X17,2,Flat
Frank Van Den Broek,Unclassed,X18,0,Mount
Frank Van Den Broek,Unclassed,X19,0,Mount
Frank Van Den Broek,Unclassed,X20,212,Hills
Frank Van Den Broek,Unclassed,X21,0,Flat
Mathieu Burgaudeau,Unclassed,X1,0,Flat
Mathieu Burgaudeau,Unclassed,X2,0,Hills
Mathieu Burgaudeau,Unclassed,X3,0,Flat
Mathieu Burgaudeau,Unclassed,X4,0,Hills
Mathieu Burgaudeau,Unclassed,X6,0,Hills
Mathieu Burgaudeau,Unclassed,X7,0,Hills
Mathieu Burgaudeau,Unclassed,X8,0,Flat
Mathieu Burgaudeau,Unclassed,X9,0,Flat
Mathieu Burgaudeau,Unclassed,X10,0,Hills
Mathieu Burgaudeau,Unclassed,X11,106,Hills
Mathieu Burgaudeau,Unclassed,X12,0,Mount
Mathieu Burgaudeau,Unclassed,X14,0,Mount
Mathieu Burgaudeau,Unclassed,X15,0,Hills
Mathieu Burgaudeau,Unclassed,X16,0,Mount
Mathieu Burgaudeau,Unclassed,X17,36,Flat
Mathieu Burgaudeau,Unclassed,X18,0,Mount
Mathieu Burgaudeau,Unclassed,X19,0,Mount
Mathieu Burgaudeau,Unclassed,X20,0,Hills
Mathieu Burgaudeau,Unclassed,X21,0,Flat
Steff Cras,Climber,X1,0,Flat
Steff Cras,Climber,X2,0,Hills
Steff Cras,Climber,X3,0,Flat
Steff Cras,Climber,X4,0,Hills
Steff Cras,Climber,X6,0,Hills
Steff Cras,Climber,X7,0,Hills
Steff Cras,Climber,X8,0,Flat
Steff Cras,Climber,X9,0,Flat
Steff Cras,Climber,X10,0,Hills
Steff Cras,Climber,X11,0,Hills
Steff Cras,Climber,X12,0,Mount
Steff Cras,Climber,X14,0,Mount
Steff Cras,Climber,X15,0,Hills
Steff Cras,Climber,X16,0,Mount
Steff Cras,Climber,X17,0,Flat
Steff Cras,Climber,X18,0,Mount
Steff Cras,Climber,X19,0,Mount
Steff Cras,Climber,X20,0,Hills
Steff Cras,Climber,X21,0,Flat
Alexandre Delettre,Unclassed,X1,0,Flat
Alexandre Delettre,Unclassed,X2,50,Hills
Alexandre Delettre,Unclassed,X3,2,Flat
Alexandre Delettre,Unclassed,X4,0,Hills
Alexandre Delettre,Unclassed,X6,0,Hills
Alexandre Delettre,Unclassed,X7,0,Hills
Alexandre Delettre,Unclassed,X8,0,Flat
Alexandre Delettre,Unclassed,X9,0,Flat
Alexandre Delettre,Unclassed,X10,0,Hills
Alexandre Delettre,Unclassed,X11,0,Hills
Alexandre Delettre,Unclassed,X12,0,Mount
Alexandre Delettre,Unclassed,X14,0,Mount
Alexandre Delettre,Unclassed,X15,0,Hills
Alexandre Delettre,Unclassed,X16,0,Mount
Alexandre Delettre,Unclassed,X17,0,Flat
Alexandre Delettre,Unclassed,X18,0,Mount
Alexandre Delettre,Unclassed,X19,0,Mount
Alexandre Delettre,Unclassed,X20,0,Hills
Alexandre Delettre,Unclassed,X21,0,Flat
Emilien Jeannière,Sprinter,X1,0,Flat
Emilien Jeannière,Sprinter,X2,0,Hills
Emilien Jeannière,Sprinter,X3,0,Flat
Emilien Jeannière,Sprinter,X4,0,Hills
Emilien Jeannière,Sprinter,X6,0,Hills
Emilien Jeannière,Sprinter,X7,0,Hills
Emilien Jeannière,Sprinter,X8,0,Flat
Emilien Jeannière,Sprinter,X9,0,Flat
Emilien Jeannière,Sprinter,X10,0,Hills
Emilien Jeannière,Sprinter,X11,0,Hills
Emilien Jeannière,Sprinter,X12,0,Mount
Emilien Jeannière,Sprinter,X14,0,Mount
Emilien Jeannière,Sprinter,X15,0,Hills
Emilien Jeannière,Sprinter,X16,0,Mount
Emilien Jeannière,Sprinter,X17,0,Flat
Emilien Jeannière,Sprinter,X18,0,Mount
Emilien Jeannière,Sprinter,X19,0,Mount
Emilien Jeannière,Sprinter,X20,0,Hills
Emilien Jeannière,Sprinter,X21,0,Flat
Jordan Jegat,Unclassed,X1,0,Flat
Jordan Jegat,Unclassed,X2,0,Hills
Jordan Jegat,Unclassed,X3,0,Flat
Jordan Jegat,Unclassed,X4,0,Hills
Jordan Jegat,Unclassed,X6,6,Hills
Jordan Jegat,Unclassed,X7,55,Hills
Jordan Jegat,Unclassed,X8,5,Flat
Jordan Jegat,Unclassed,X9,5,Flat
Jordan Jegat,Unclassed,X10,15,Hills
Jordan Jegat,Unclassed,X11,42,Hills
Jordan Jegat,Unclassed,X12,16,Mount
Jordan Jegat,Unclassed,X14,45,Mount
Jordan Jegat,Unclassed,X15,90,Hills
Jordan Jegat,Unclassed,X16,10,Mount
Jordan Jegat,Unclassed,X17,10,Flat
Jordan Jegat,Unclassed,X18,14,Mount
Jordan Jegat,Unclassed,X19,40,Mount
Jordan Jegat,Unclassed,X20,132,Hills
Jordan Jegat,Unclassed,X21,11,Flat
